,고객,감정,리뷰
10421,13452.0,나쁨,테이크아웃의 아쉬움
10422,13453.0,나쁨,사람 언제나 많네요 스벅 위엄
10423,13454.0,보통,"친절하신 직원은 정말 친절하시고, 어떻게 취직했나싶은 직원도 있음."
10424,13455.0,좋음,직원분이 친절하고 맛도 좋아요
10425,13456.0,좋음,맛있어요! 짱 친절해요 ㅎㅎ
10426,13457.0,좋음,간식먹으러 혼자 방문했어요 자주 올게염ㅎㅎ
10427,13458.0,좋음,깨끗하고 조용한편이다.
10428,13459.0,보통,요즘은 개인컵으로 커피 사는 사람이 없네요
10429,13460.0,나쁨,볠익 우수수 쏟아지는 날에
10430,13461.0,보통,믿고마시는 커피 커피를 줄입시다
10431,13462.0,좋음,천장이 높아 확 트여서 답답하지않아요. 조용해서 좋고 늘 활기있어보여 감사합니다.
10432,13463.0,보통,우리 동네엔 없는 스벅
10433,13464.0,보통,넓은 편이에요 오전엔 좋지만 오후엔 사람 너무 많네요
10434,13465.0,좋음,가족 쇼핑 중 기다리기 좋아요
10435,13466.0,좋음,꾸덕한 번치케ㅠㅠㅠ
10436,13467.0,좋음,이마트 옆에 바로 있어서 주차장에서 올라와 바로 찾기 좋은 위치예요!
10437,13468.0,좋음,신속하고 매장도 넓어요ㅎㅎ 화장실도 쾌적합니다
10438,13469.0,좋음,"아이들이 생크림카스테라,케이크도 좋아해요"
10439,13470.0,좋음,따끈한 커피와 조각케이크 한조각 간만에 카페오니 좋았습니다
10440,13471.0,좋음,언제나 친절하게 인사해주세요 !
10441,13472.0,보통,직장동료분들께 선물하는 마음으로 스벅을 줍니다
10442,13473.0,좋음,석촌호수점 분위기가 너무 조으네여
10443,13474.0,보통,좋아용 사람이 많긴해요 _
10444,13475.0,좋음,직원분 서비스가 정말 친절하세요.
10445,13476.0,좋음,항상 친절하고 깨끗하고 자주 이용 중
10446,13477.0,좋음,음료도 빨리 나오고 친절합니다!!
10447,13478.0,좋음,친절한 응대 좋아요
10448,13479.0,좋음,졸업하면 그리울 것 같다
10449,13480.0,좋음,강남지역 치고는 사람이 적은 스타벅스 매장. 소소한 모임 하기 좋아요
10450,13481.0,좋음,위치도 좋고 친절하네요
10451,13482.0,좋음,너무 좋아요 넓고 쾌적해요
10452,13483.0,좋음,안이 적당히 크고 직원분들이 착했다
10453,13484.0,좋음,일주일에 두세번은 오던 ....간만에 왔는데 주말 오전이라 한산 .. 친구 기다리면서 샷추가한 따뜻한 ㅋㅋ
10454,13485.0,좋음,편안한 분위기가 있어요 여긴 동네사람들이 많이 이용해요 추천해요
10455,13486.0,좋음,이거 진짜 생딸기라 ㅠㅠ 맛있었어요 요즘 케이크들 비싼데 합리적인 가격에 만족스럽습니다 ㅎㅎ
10456,13487.0,좋음,라떼 먹었는데 사람도없고 친절하네요
10457,13488.0,좋음,카페 2면이 유리벽으로 되어있고 천장이 높아서 유리벽이 높기 때문에 햇빛이 잘 들음. 그렇기 때문에 다른 지점보다 밝은 느낌이다. 카페가 넓으면서도 층이 나뉘어있지 않아서 영유아 유모차 데리고 오는 부모들이 꽤 있다. 화장실이 넓고 깨끗함. 단점으로는 이러한 장점 때문에 주말에 사람이 너무 많음.
10458,13489.0,좋음,너머우무우완벽하내요 ㅎ
10459,13490.0,나쁨,동네인데 생긴줄도 몰랐네요 그릭요거트 넘 비싸고 양 적어요ㅠ
10460,13491.0,나쁨,오늘은 살짝 실망 벤티시겼는데 톨싸이즈로 드으셨나과ㅠㅠ 이놈의 마스크 ㅠㅠ
10461,13492.0,좋음,이른 아침에 가기 좋아요
10462,13493.0,좋음,"친절한 스텝, 맛있는 카페라떼"
10463,13494.0,나쁨,아침에 너무 붐벼요
10464,13495.0,좋음,항상 이용하는 곳.좋아요
10465,13496.0,좋음,매장 깨끗하고 직원분 친절하고 추천
10466,13497.0,좋음,오랫만에 스벅 운동가기전...국민카드에서 준 쿠폰으로 free...행복해용
10467,13498.0,보통,사람 많은 거 빼고는 좋아요
10468,13499.0,좋음,새로 생겨서 깔끔하고 좋아요. 친절해요
10469,13500.0,좋음,앞에 석촌호수가 보여서 좋아요
10470,13501.0,좋음,지하철이랑 가까워서 자주 가는곳
10471,13502.0,보통,자리는 너무 좁지만ㅠㅠ 친절하세요
10472,13503.0,보통,빠르고 좋아요 사람마늠
10473,13504.0,나쁨,평일인데도 사람이 많아요
10474,13505.0,나쁨,악 너무 시끄러워요 소음이 울리는구조라그런지 너무 시끄러워서 음료도 다 못마시고 나왔네요
10475,13506.0,좋음,데비컵 사러 갔는데 몹시 친절하심!
10476,13507.0,좋음,점심에도 빠른 서비스
10477,13508.0,보통,돌체라떼먹으러 스벅
10478,13509.0,보통,매장은 크지 않지만 잠깐 주차하고 먹을 수 있어 좋습니다
10479,13510.0,나쁨,사회적거리두기 2단계로 좌석이 없어요
10480,13511.0,보통,좁고 복잡하긴 하지만 좋아여 !!
10481,13512.0,좋음,매장 깨끗하고 관리되요
10482,13513.0,좋음,스타벅스는 믿고먹는커피죠
10483,13514.0,좋음,외국인들 많고 적당히 수다스러운 분위기. 창가 의자에 혼자 앉아 할일 하기에 나쁘지 않았음. 음료는 바로 나오는 편
10484,13515.0,좋음,친절하고 깔끔합니다 커피맛 역시좋아요
10485,13516.0,보통,넓고 쾌적. 직원분들 친절. 하지만 화장실이 외부에 있어 불편
10486,13517.0,좋음,사거리에 있어서 접근성도 좋았고 1층뿐이라서인지 다양하고 공간에 테이블도 많았어요. 직원분들도 친절했어요
10487,13518.0,좋음,좋아요 맛있어요 굿굿
10488,13519.0,좋음,리저브 매장이라 매뉴가 다양해서 좋아요
10489,13520.0,좋음,좋아요 친절하시고 호
10490,13521.0,좋음,근처에 있길래 갔는데 좋았습니다 ㅎㅎㅎ
10491,13522.0,좋음,엄청크고 친절합니당
10492,13523.0,좋음,자리 재배치 후 널찍해져서 좋아요.
10493,13524.0,좋음,생크림카스테라맛있어여
10494,13525.0,좋음,믿고가는 스타벅스입니다 ㅎㅎ
10495,13526.0,좋음,직원들이 대체적으로 친절합니다 굿!!
10496,13527.0,좋음,좌석도 넓고 자주 가는 곳입니다!
10497,13528.0,나쁨,샐러드에 아보카도가 신선하지 않았어요
10498,13529.0,나쁨,친구 기다리면서 방문한 스벅 생각보다 친절하지않아서 컴플레인을 했다
10499,13530.0,좋음,사람이 많치만 항상 친절해요 !
10500,13531.0,좋음,주차장이넓어서 좋음 최근리모델링해서 좋음
10501,13532.0,나쁨,와이파이 개느림ㅠㅠㅠ충전단자는 없다고 쳐도 와이파이 느려도 너무 느려요ㅠㅠㅠ
10502,13533.0,좋음,언제나 그렇듯이 맛있는 스벅 아아입니다
10503,13534.0,좋음,세련되고 조용한 분위기가 좋았습니다.
10504,13535.0,좋음,명절 힘차게 걸어다녔구나
10505,13536.0,나쁨,인사도 없음 쳐다도 안보네요
10506,13537.0,보통,사람들이 많아서 좀 기다렸지만 맛있게 잘 먹었습니당
10507,13538.0,좋음,현백안에 있어서 자주가요
10508,13539.0,보통,좋아요 피치젤리아이스티
10509,13540.0,좋음,바깥이 훤하게 보이고 좌석도 많아서 앉을 곳이 많았습니다. 오전에와서그런지 조용하게 제가 하고싶은 일을 했네요 스타벅스 직원분들은 어디에서나 친절하십니다
10510,13541.0,좋음,친절해요 아메리카노랑 번트치즈케익 완전 맛있네요 다른 지점보다 맛있는듯
10511,13542.0,좋음,아메리카노 맛있음.
10512,13543.0,좋음,달달한 음료에 귀여운 그림까지 당충전완료!
10513,13544.0,좋음,카페중에 사회적 거리두기 가장먼저 실천한곳이네요. 의자간격 띄우기 좋은것같아요. 덕분에 시끄럽지않고 좋아요
10514,13545.0,좋음,분위기 정말 좋아요.
10515,13546.0,좋음,역하고 가깝고 2층 장소가 넓어서 좋아요
10516,13547.0,보통,매장 이쁜데 못 앉아 있어 아쉽네요ㅠㅡㅠ
10517,13548.0,좋음,주말이라그런지 사람들이 많아요.매장이 바쁜데도 친절하고 깨끗하고 좋아요.샐러드 시켜먹었어요.
10518,13549.0,좋음,"요청 사항을 잘 들어주시고, 크게 번잡하지 않아요"
10519,13550.0,좋음,더블에스프레소 프라프치노 가격이 사악하지만 맛나네요.
10520,13551.0,좋음,스타벅스 한정판 우산 구입하러 갔어요. 다행히 매장에 상품이 있어서 여유롭게 구매했네요. 오픈 시간이 타 매장에 비해 늦은 편이라 한정판 MD 사러갈 때 자주 애용하는 매장이에요ㅎㅎㅎ 매장도 깔끔하고 직원분들도 친절해요
10521,13552.0,좋음,나쁘지않았던 프라푸치노
10522,13553.0,보통,"친절한 매장, 영업시간이 짧은 게 아쉬워요"
10523,13554.0,좋음,"매장이 깔끔하고, 직원 분들 친절하세요"
10524,13555.0,좋음,커피 마시고왔어요. 맛나요
10525,13556.0,좋음,친절친절 따뜻한라떼 한잔에 세상훈훈
10526,13557.0,좋음,넓고 쾌적해서 좋다
10527,13558.0,나쁨,예전 자리에 커피빈이 생기고 더 안쪽에 생겼는데 주차 안되는거 매우 아쉬움
10528,13559.0,좋음,의자가 왠일로 좋네요 ㅎㅎ
10529,13560.0,나쁨,다른스타벅스보다 불친절해요
10530,13561.0,좋음,매장 넓고 깨끗하고 친절해요
10531,13562.0,좋음,자몽허니블랙티!!! 감기엔 최고!!!
10532,13563.0,보통,기프티스타로 좀 저렴하게 구매하긴 했는데 할인을 좀 더 해줬으면..
10533,13564.0,보통,좁지만 가끔방문합니다
10534,13565.0,보통,좋아요 다른지점보다 좀연한듯해요
10535,13566.0,나쁨,직원이친절하진않았어요
10536,13567.0,좋음,매장 넓고 직원분들도 친절해서 좋네요.
10537,13568.0,보통,다 좋은데 자리가 맨날 부족해.....
10538,13569.0,보통,백화점이며 마트며 쇼핑하며 거닐다 마시는 커피맛은 좋다.
10539,13570.0,좋음,구파발 역에 스타벅스 2개 있는데 이 곳은 롯데몰 갔다가 들리기 좋아요. 에어컨 온도가 적당하니 너무 춥지 않아서 오래 있기 좋네요. 더위 많이 타는 분들은 좀 더워 할 수도 있겠지만요. 음료나 분위기는 뭐 스타벅스니 언제나 편안하구요
10540,13571.0,나쁨,직원이4명이나있고 손님이나만있었는데도 사이렌오더 들어가고도 자기들끼리 한참 더 얘기하다가 제조하길래 순간 다른지점으로잘못주문했나 착각함 캐리어백포장도 분명 체크하고 주문했는데 음료만 덜렁주길래 다시 얘기하니까 그제서야 캐리어백포장해줌 음료 제조라도 빨랐으면 몰라도 전체적으로 이모양이니...이 지점은 다시 이용안할듯
10541,13572.0,좋음,내부도 넓고 직원분이 친절하세요.
10542,13573.0,좋음,새로 생겨서 깔끔해요 2층에는 콘센트 없어요
10543,13574.0,좋음,항상 자주 방문하며 잘 마시고 있어요
10544,13575.0,좋음,직원분들도 친절하구 항상 갈 때마다 손님이 많아 바쁘시던데 신경써주셔서 맛있는 음료 만들어주셔서 감사합니다
10545,13576.0,좋음,위치좋고 서비스좋음
10546,13577.0,좋음,좋아요 자주 갑니다
10547,13578.0,좋음,햇사과쥬스 얼음컵에 먹으면 완벽!
10548,13579.0,좋음,명동성당근처라 너무좋아요
10549,13580.0,좋음,친절 해서 좋았어요
10550,13581.0,좋음,종종 이용하는 스타벅스 리저브
10551,13582.0,좋음,앉아있기도 딱좋아요
10552,13583.0,보통,맛좋은데..좀비싸네요
10553,13584.0,나쁨,마스크 안쓴 사람 많아요
10554,13585.0,좋음,회사앞이라 자주이용해요
10555,13586.0,좋음,샐러드도 맛있고 건강음료도 맛있네요
10556,13587.0,좋음,아아 호두당근케꾸 굳
10557,13588.0,좋음,갈때마다 매번친절합니다
10558,13589.0,좋음,명동 한가운데에서 여유를 찾을 수 있어서 자주 방문하는 스타벅스에요
10559,13590.0,보통,더블에스프레소프라프치노 맛나네요
10560,13591.0,좋음,자주 가는 곳이에요 2층까지 매장이 이어져있고 항상 사람이 많아요
10561,13592.0,좋음,콜드는 역시 스벅 비싸지만 맛남
10562,13593.0,보통,"스타벅스는 음료 맛은 일정하여 다 똑같고, 어딜가도 똑같은 스타벅스"
10563,13594.0,좋음,커피는 스벅이 좋죠
10564,13595.0,보통,점심땐 사람이 너무 많아서 자리가 항상 없음 오전 한가할 때 가면 넓고 쾌적하고 분위기 너무 좋음
10565,13596.0,보통,"신메뉴 말차레모네이드를 먹어봤는데, 앞으로 제 스타벅스 원픽이 될 거 같은 느낌! 아메리카노는 쓰고 향도 그닥이어서 괜히 비싼 돈 주고 샀다는 생각이 들었습니다.. 빵 샘플러를 주셔서 좋았어요."
10566,13597.0,보통,시나몬롤돌체라떼 몇모금은 맛나지만 너무 달아서 못먹었어요 ㅠㅠ 아깝네요
10567,13598.0,좋음,친절해요 사람들이 바뀌는데도 계속 친절해요
10568,13599.0,나쁨,메뉴변경하려했더니 계산 다 되었다고 함 취소하고 하면 되지요 ㅠ
10569,13600.0,좋음,"저 응대해준 여자직원분, 한국스벅 너무 오랜만이라 주문하는데 디게 오래 걸렸는데도 설명도 잘 해주시고 진짜 세상 친절하셨음. 복받으세여"
10570,13601.0,좋음,맛있어요.또올게오ㅡ.
10571,13602.0,보통,자리가 없는 경우가 많은게 좀 아쉽지만 애용하는 곳입니다!
10572,13603.0,좋음,크고 거리두기도 잘되고 좋네요 ㅎ
10573,13604.0,좋음,직원분들 친절도 10000점
10574,13605.0,좋음,친절하고 음료가 너무 맛있어요
10575,13606.0,좋음,스타벅스 여의도의사당점
10576,13607.0,좋음,천호 현대백화점과 이마트 사이에 위치해있는 스타벅스입니다. 대로변에 위치해있지 않고 살짝 골목 안으로 들어와야해요. 총 3층 매장인데 은근 구석구석 앉을 수 있는 테이블이 있어서 보통 로데오거리에 있는 스벅에 사람이 꽉 차있으면 여기로 와요. 물론 주말 오후 시간엔 북적입니다. 그래도 자리가 없어서 다른 곳을 찾은 적은 없었네요
10577,13608.0,좋음,조아요오아요조아오조
10578,13609.0,좋음,사람이 많아요 스타벅스 굿!
10579,13610.0,좋음,좋아요 매장좋고 커피맛나용
10580,13611.0,좋음,스타벅스 맛난요 굿굿
10581,13612.0,좋음,안국역에서 가까워서 좋음
10582,13613.0,나쁨,친절하시고 다 좋았는데 앉는 거리두기 ㅈㅏ리 배치가 넘 짜증날정도.... 마지막 창가층 자리는 테이블이 긴데 왜 의자가 하나죠.. 올라오는곳 창가자리는 두개던데 왜죠
10583,13614.0,좋음,미드나잇콜드브루 달달하네요
10584,13615.0,좋음,맛있는커피와 친절한 파트너가 있는곳입니다
10585,13616.0,좋음,공간이 뚫려있어서 좋았어요
10586,13617.0,좋음,직원분이 노련하시던데요!
10587,13618.0,보통,이른 아침부터 영업해서 좋았어요. 특히 화장실이 건물내부에 있단 점이 가장 좋네요. 근데 바비큐치킨샌드위치는 그냥그랬어요. 보 통에서 조금 아래 보통정도. 아침에 출근길에 들리기 좋은 위치예요.
10588,13619.0,보통,사람이 많은 곳이에요
10589,13620.0,좋음,매장도넓고 직원들도 친절해서 좋아요
10590,13621.0,좋음,자리가 넓고 좋습니다
10591,13622.0,보통,당당하지 못했던 나....
10592,13623.0,좋음,여느 스타벅스처럼 깔끔했어요
10593,13624.0,좋음,사람이 많이 북적이지만 맛있는 커피를 위해 방문합니다
10594,13625.0,좋음,매주 가서 좋아요 ㅎㅎ
10595,13626.0,나쁨,자리가 많지 않네유
10596,13627.0,보통,너무 빨리 닫아서 아쉽지만 그래도 맛있는 스벅!
10597,13628.0,나쁨,바나나만 생각나는건왜인지...
10598,13629.0,보통,항상 사람 많아서 가끔 테이크아웃만 해서 오는 곳... 일단 자리 잡으면 과제 하기 괜찮음
10599,13630.0,좋음,"무료주차 2시간도 되고, 조용하고 좋아요"
10600,13631.0,좋음,"직원들 항상 친절하시고, 새로 나온 음료들도 달달하이 맛나네요. 음료 토피넛라떼"
10601,13632.0,좋음,파트너분들 친절해여
